G1,G2,G3,G4,G5,G6,A1,A2,A3,A4,A5,A6,A7,A8,A9,Pg1,Pg2,Pg3,Pg4,Pg5,Pg6,Pg7,Pg8,Pg9,Pg10,Pg11,Pg12,Pg13,Pg14,Pg15,Pg16,Pg17,Pg18,Pg19,Pg20,Pg21,Pg22,Pg23,Pg24,Pg25,Pg26,Pg27,Pg28,Pg29,Pg30,Pg31,Pg32,Pg33,Pg34,Pg35,Pg36,Pa1,Pa2,Pa3,Pa4,Pa5,Pa6,Pa7,Pa8,Pa9,Pa10,Pa11,Pa12,Pa13,Pa14,Pa15,Pa16,Pa17,Pa18,Pa19,Pa20,Pa21,Pa22,Pa23,Pa24,Pa25,Pa26,Pa27,Pa28,Pa29,Pa30,Pa31,Pa32,Pa33,Pa34,Pa35,Pa36,Pa37,Pa38,Pa39,Pa40,Pa41,Pa42,Pa43,Pa44,Pa45,Pa46,Pa47,Pa48,Pa49,Pa50,Pa51,Pa52,Pa53,Pa54,Pa55,Pa56,Pa57,Pa58,Pa59,Pa60,Pa61,Pa62,Pa63,Pa64,Pa65,Pa66,Pa67,Pa68,Pa69,Pa70,Pa71,Pa72,Pa73,Pa74,Pa75,Pa76,Pa77,Pa78,Pa79,Pa80,Pa81
0,0,911925.36,101320.08,96.2,15.09,0,5,0,-0.02,162.93,0.05,0.21,35.99,0.46,1.04E-05,-5.38E-05,-25.8931,329.529,-1.45E-09,-4.64E-15,-5.38E-05,0.635124,134.852,-1773.47,9.14E-10,2.17E-14,-25.8931,134.852,1.79E+09,-2.73E+08,0.000372456,1.12E-09,329.529,-1773.47,-2.73E+08,2.40E+11,0.000454821,-1.24E-07,-1.45E-09,9.14E-10,0.000372456,0.000454821,0.00328826,2.00E-10,-4.64E-15,2.17E-14,1.12E-09,-1.24E-07,2.00E-10,0.0137589,30.2182,-2.32663,2.39949,83.0825,4.63E-06,0.00210116,0.00226822,0,0,-2.32663,11.447,-10.928,232.685,-3.53E-05,0.0128138,6.09E-03,0,0,2.39949,-10.928,11.1582,-227.283,6.77E-05,-0.0180403,-6.35E-03,0,0,83.0825,232.685,-227.283,8739.3,0.0446395,-6.68998,0.06022,0,0,4.63E-06,-3.53E-05,6.77E-05,0.0446395,22.6654,-2.62725,2.57858,0,0,0.00210116,0.0128138,-0.0180403,-6.68998,-2.62725,421.511,19.557,0,0,0.00226822,6.09E-03,-6.35E-03,0.06022,2.57858,19.557,339.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
